"VIN","_id","host","ip","apiKey","userId","idReporte","requestParameters","requestUrl","responseCode","responseCodeStatus","requestTime","responseTime","labels","idRespuesta","idConsulta","responseBody","carfaxUsaData","alertas","firewallUsa"
"1GTCS136358281913","672a2f34124bd56498eadc85","10.240.2.38:80","201.116.128.213:25034,10.240.4.112, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1GTCS136358281913","200","ok","5/11/2024 08:44:04","5/11/2024 08:44:05",,"672a2f35124bd56498eadc86","672a2f34124bd56498eadc85","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""GMC"",""modelo"":""CANYON Z71 SLE"",""anioModelo"":""2005"",""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T08:44:04-06:00"",""tiempoRespuesta"":""2024-11-05T08:44:05-06:00""}","{""vin"":""1GTCS136358281913"",""timestamp"":""2024-11-05T08:44:04.000"",""components"":{""potentialFraudFile"":{""year"":2005,""make"":""GMC"",""model"":""CANYON Z71 SLE"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1GTCS136358281913","672a2f32124bd56498eadc83","10.240.2.38:80","201.116.128.213:25034,10.240.7.224, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1GTCS136358281913","200","ok","5/11/2024 08:44:02","5/11/2024 08:44:03",,"672a2f33124bd56498eadc84","672a2f32124bd56498eadc83","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""GMC"",""modelo"":""CANYON Z71 SLE"",""anioModelo"":""2005"",""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T08:44:02-06:00"",""tiempoRespuesta"":""2024-11-05T08:44:03-06:00""}","{""vin"":""1GTCS136358281913"",""timestamp"":""2024-11-05T08:44:02.000"",""components"":{""potentialFraudFile"":{""year"":2005,""make"":""GMC"",""model"":""CANYON Z71 SLE"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"4N2ZN17T72D817960","672a2f317384826621095c9f","10.240.2.38:80","201.116.128.213:25034,10.240.7.224, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/4N2ZN17T72D817960","200","ok","5/11/2024 08:44:01","5/11/2024 08:44:02",,"672a2f327384826621095ca0","672a2f317384826621095c9f","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""NISSAN"",""modelo"":""QUEST GLE"",""anioModelo"":""2002"",""fabricante"":""FORD MOTOR COMPANY"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T08:44:01-06:00"",""tiempoRespuesta"":""2024-11-05T08:44:02-06:00""}","{""vin"":""4N2ZN17T72D817960"",""timestamp"":""2024-11-05T08:44:01.000"",""components"":{""potentialFraudFile"":{""year"":2002,""make"":""NISSAN"",""model"":""QUEST GLE"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1N6AD09U17C418412","672a2f307384826621095c9d","10.240.2.38:80","201.116.128.213:25034,10.240.4.112, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1N6AD09U17C418412","200","ok","5/11/2024 08:44:00","5/11/2024 08:44:01",,"672a2f317384826621095c9e","672a2f307384826621095c9d","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""NISSAN"",""modelo"":""FRONTIER SE"",""anioModelo"":""2007"",""fabricante"":""NISSAN NORTH AMERICA, INC."",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T08:44:00-06:00"",""tiempoRespuesta"":""2024-11-05T08:44:01-06:00""}","{""vin"":""1N6AD09U17C418412"",""timestamp"":""2024-11-05T08:44:00.000"",""components"":{""potentialFraudFile"":{""year"":2007,""make"":""NISSAN"",""model"":""FRONTIER SE"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"4N2ZN17T72D817960","672a2f187384826621095c9b","10.240.2.38:80","201.116.128.213:25033,10.240.6.55, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/4N2ZN17T72D817960","200","ok","5/11/2024 08:43:36","5/11/2024 08:43:37",,"672a2f197384826621095c9c","672a2f187384826621095c9b","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""NISSAN"",""modelo"":""QUEST GLE"",""anioModelo"":""2002"",""fabricante"":""FORD MOTOR COMPANY"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T08:43:36-06:00"",""tiempoRespuesta"":""2024-11-05T08:43:37-06:00""}","{""vin"":""4N2ZN17T72D817960"",""timestamp"":""2024-11-05T08:43:36.000"",""components"":{""potentialFraudFile"":{""year"":2002,""make"":""NISSAN"",""model"":""QUEST GLE"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"3FA6P0HR1DR156052","672a2efe124bd56498eadc81","10.240.2.38:80","201.116.128.213:25032,10.240.8.76, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/3FA6P0HR1DR156052","200","ok","5/11/2024 08:43:10","5/11/2024 08:43:11",,"672a2eff124bd56498eadc82","672a2efe124bd56498eadc81","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""FORD"",""modelo"":""FUSION SE"",""anioModelo"":""2013"",""fabricante"":""FORD MOTOR COMPANY, MEXICO"",""paisOrigen"":""MÉXICO"",""tiempoConsulta"":""2024-11-05T08:43:10-06:00"",""tiempoRespuesta"":""2024-11-05T08:43:11-06:00""}","{""vin"":""3FA6P0HR1DR156052"",""timestamp"":""2024-11-05T08:43:10.000"",""components"":{""potentialFraudFile"":{""year"":2013,""make"":""FORD"",""model"":""FUSION SE"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1GCFG15XX61189941","672a2efc69994fdacd6fe430","10.240.2.38:80","201.116.128.213:25032,10.240.7.224, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1GCFG15XX61189941","200","ok","5/11/2024 08:43:08","5/11/2024 08:43:09",,"672a2efd69994fdacd6fe431","672a2efc69994fdacd6fe430","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""CHEVROLET"",""modelo"":""EXPRESS 1500"",""anioModelo"":""2006"",""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T08:43:08-06:00"",""tiempoRespuesta"":""2024-11-05T08:43:09-06:00""}","{""vin"":""1GCFG15XX61189941"",""timestamp"":""2024-11-05T08:43:09.000"",""components"":{""potentialFraudFile"":{""year"":2006,""make"":""CHEVROLET"",""model"":""EXPRESS 1500"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1FT8W3DT9HEC00350","672a2ecf124bd56498eadc7f","10.240.2.38:80","201.116.128.213:25031,10.240.0.249, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1FT8W3DT9HEC00350","200","ok","5/11/2024 08:42:23","5/11/2024 08:42:24",,"672a2ed0124bd56498eadc80","672a2ecf124bd56498eadc7f","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""FORD"",""modelo"":""F-350 SUPER DUTY LARIAT"",""anioModelo"":""2017"",""fabricante"":""FORD MOTOR COMPANY"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T08:42:23-06:00"",""tiempoRespuesta"":""2024-11-05T08:42:24-06:00""}","{""vin"":""1FT8W3DT9HEC00350"",""timestamp"":""2024-11-05T08:42:23.000"",""components"":{""potentialFraudFile"":{""year"":2017,""make"":""FORD"",""model"":""F-350 SUPER DUTY LARIAT"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1GTCS148658226811","672a2ec369994fdacd6fe42e","10.240.2.38:80","201.116.128.213:25030,10.240.7.224, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1GTCS148658226811","200","ok","5/11/2024 08:42:11","5/11/2024 08:42:11",,"672a2ec369994fdacd6fe42f","672a2ec369994fdacd6fe42e","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""GMC"",""modelo"":""CANYON Z85 SL"",""anioModelo"":""2005"",""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T08:42:11-06:00"",""tiempoRespuesta"":""2024-11-05T08:42:11-06:00""}","{""vin"":""1GTCS148658226811"",""timestamp"":""2024-11-05T08:42:11.000"",""components"":{""potentialFraudFile"":{""year"":2005,""make"":""GMC"",""model"":""CANYON Z85 SL"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1GTCS148658226811","672a2ec269994fdacd6fe42c","10.240.2.38:80","201.116.128.213:25029,10.240.0.249, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1GTCS148658226811","200","ok","5/11/2024 08:42:10","5/11/2024 08:42:11",,"672a2ec369994fdacd6fe42d","672a2ec269994fdacd6fe42c","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""GMC"",""modelo"":""CANYON Z85 SL"",""anioModelo"":""2005"",""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T08:42:10-06:00"",""tiempoRespuesta"":""2024-11-05T08:42:11-06:00""}","{""vin"":""1GTCS148658226811"",""timestamp"":""2024-11-05T08:42:11.000"",""components"":{""potentialFraudFile"":{""year"":2005,""make"":""GMC"",""model"":""CANYON Z85 SL"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"3TMJU62N89M079173","672a2eb87384826621095c99","10.240.2.38:80","201.116.128.213:25028,10.240.2.129, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/3TMJU62N89M079173","200","ok","5/11/2024 08:42:00","5/11/2024 08:42:01",,"672a2eb97384826621095c9a","672a2eb87384826621095c99","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""TOYOTA"",""modelo"":""TACOMA PRERUNNER V6"",""anioModelo"":""2009"",""fabricante"":""TOYOTA MOTOR MFG DE BAJA CALIFORNIA S DE RL DE CV"",""paisOrigen"":""MÉXICO"",""tiempoConsulta"":""2024-11-05T08:42:00-06:00"",""tiempoRespuesta"":""2024-11-05T08:42:01-06:00""}","{""vin"":""3TMJU62N89M079173"",""timestamp"":""2024-11-05T08:42:00.000"",""components"":{""potentialFraudFile"":{""year"":2009,""make"":""TOYOTA"",""model"":""TACOMA PRERUNNER V6"",""rateEvasionFlags"":[""Out-Of-Area Service Territory""],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1GTCS148658226811","672a2eb769994fdacd6fe42a","10.240.2.38:80","201.116.128.213:25027,10.240.0.249, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1GTCS148658226811","200","ok","5/11/2024 08:41:59","5/11/2024 08:42:00",,"672a2eb869994fdacd6fe42b","672a2eb769994fdacd6fe42a","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""GMC"",""modelo"":""CANYON Z85 SL"",""anioModelo"":""2005"",""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T08:41:59-06:00"",""tiempoRespuesta"":""2024-11-05T08:42:00-06:00""}","{""vin"":""1GTCS148658226811"",""timestamp"":""2024-11-05T08:41:59.000"",""components"":{""potentialFraudFile"":{""year"":2005,""make"":""GMC"",""model"":""CANYON Z85 SL"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1GTCS148658226811","672a2eb469994fdacd6fe428","10.240.2.38:80","201.116.128.213:25027,10.240.2.129, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1GTCS148658226811","200","ok","5/11/2024 08:41:56","5/11/2024 08:41:58",,"672a2eb669994fdacd6fe429","672a2eb469994fdacd6fe428","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""GMC"",""modelo"":""CANYON Z85 SL"",""anioModelo"":""2005"",""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T08:41:56-06:00"",""tiempoRespuesta"":""2024-11-05T08:41:58-06:00""}","{""vin"":""1GTCS148658226811"",""timestamp"":""2024-11-05T08:41:57.000"",""components"":{""potentialFraudFile"":{""year"":2005,""make"":""GMC"",""model"":""CANYON Z85 SL"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"2A8GP54L87R207482","672a2e9369994fdacd6fe426","10.240.2.38:80","201.116.128.213:25026,10.240.7.224, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/2A8GP54L87R207482","200","ok","5/11/2024 08:41:23","5/11/2024 08:41:24",,"672a2e9469994fdacd6fe427","672a2e9369994fdacd6fe426","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""CHRYSLER"",""modelo"":""TOWN AND COUNTRY TOURING"",""anioModelo"":""2007"",""fabricante"":""FCA CANADA INC."",""paisOrigen"":""CANADÁ"",""tiempoConsulta"":""2024-11-05T08:41:23-06:00"",""tiempoRespuesta"":""2024-11-05T08:41:24-06:00""}","{""vin"":""2A8GP54L87R207482"",""timestamp"":""2024-11-05T08:41:23.000"",""components"":{""potentialFraudFile"":{""year"":2007,""make"":""CHRYSLER"",""model"":""TOWN AND COUNTRY TOURING"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1FTFW1ET7DFB75303","672a2e61124bd56498eadc7d","10.240.2.38:80","201.116.128.213:25025,10.240.2.129, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1FTFW1ET7DFB75303","200","ok","5/11/2024 08:40:33","5/11/2024 08:40:34",,"672a2e62124bd56498eadc7e","672a2e61124bd56498eadc7d","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""FORD"",""modelo"":""F-150 PLATINUM"",""anioModelo"":""2013"",""fabricante"":""FORD MOTOR COMPANY"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T08:40:33-06:00"",""tiempoRespuesta"":""2024-11-05T08:40:34-06:00""}","{""vin"":""1FTFW1ET7DFB75303"",""timestamp"":""2024-11-05T08:40:33.000"",""components"":{""potentialFraudFile"":{""year"":2013,""make"":""FORD"",""model"":""F-150 PLATINUM"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1NXBR32EX4Z294946","672a2e517384826621095c97","10.240.2.38:80","201.116.128.213:25024,10.240.3.57, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1NXBR32EX4Z294946","200","ok","5/11/2024 08:40:17","5/11/2024 08:40:19",,"672a2e537384826621095c98","672a2e517384826621095c97","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""TOYOTA"",""modelo"":""COROLLA LE"",""anioModelo"":""2004"",""fabricante"":""NEW UNITED MOTOR MANUFACTURING, INC."",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T08:40:17-06:00"",""tiempoRespuesta"":""2024-11-05T08:40:19-06:00""}","{""vin"":""1NXBR32EX4Z294946"",""timestamp"":""2024-11-05T08:40:18.000"",""components"":{""potentialFraudFile"":{""year"":2004,""make"":""TOYOTA"",""model"":""COROLLA LE"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1G1ZT61816F116036","672a2e5169994fdacd6fe424","10.240.2.38:80","201.116.128.213:25023,10.240.5.210, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1G1ZT61816F116036","200","ok","5/11/2024 08:40:17","5/11/2024 08:40:18",,"672a2e5269994fdacd6fe425","672a2e5169994fdacd6fe424","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""CHEVROLET"",""modelo"":""MALIBU MAXX LT"",""anioModelo"":""2006"",""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T08:40:17-06:00"",""tiempoRespuesta"":""2024-11-05T08:40:18-06:00""}","{""vin"":""1G1ZT61816F116036"",""timestamp"":""2024-11-05T08:40:17.000"",""components"":{""potentialFraudFile"":{""year"":2006,""make"":""CHEVROLET"",""model"":""MALIBU MAXX LT"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"5FNRL5H60CB064257","672a2e4d69994fdacd6fe422","10.240.2.38:80","201.116.128.213:25023,10.240.9.134, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/5FNRL5H60CB064257","200","ok","5/11/2024 08:40:13","5/11/2024 08:40:15",,"672a2e4f69994fdacd6fe423","672a2e4d69994fdacd6fe422","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""HONDA"",""modelo"":""ODYSSEY EX-L"",""anioModelo"":""2012"",""fabricante"":""AMERICAN HONDA MOTOR CO., INC."",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T08:40:13-06:00"",""tiempoRespuesta"":""2024-11-05T08:40:15-06:00""}","{""vin"":""5FNRL5H60CB064257"",""timestamp"":""2024-11-05T08:40:13.000"",""components"":{""potentialFraudFile"":{""year"":2012,""make"":""HONDA"",""model"":""ODYSSEY EX-L"",""rateEvasionFlags"":[],""potentialFraudFlags"":[""Out Of Operation""],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1NXBR32EX4Z294946","672a2e38124bd56498eadc7b","10.240.2.38:80","201.116.128.213:25022,10.240.8.76, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1NXBR32EX4Z294946","200","ok","5/11/2024 08:39:52","5/11/2024 08:39:54",,"672a2e3a124bd56498eadc7c","672a2e38124bd56498eadc7b","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""TOYOTA"",""modelo"":""COROLLA LE"",""anioModelo"":""2004"",""fabricante"":""NEW UNITED MOTOR MANUFACTURING, INC."",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T08:39:52-06:00"",""tiempoRespuesta"":""2024-11-05T08:39:54-06:00""}","{""vin"":""1NXBR32EX4Z294946"",""timestamp"":""2024-11-05T08:39:53.000"",""components"":{""potentialFraudFile"":{""year"":2004,""make"":""TOYOTA"",""model"":""COROLLA LE"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1GTD5MFE6C8133820","672a2e1c124bd56498eadc79","10.240.2.38:80","201.116.128.213:25021,10.240.9.134, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1GTD5MFE6C8133820","200","ok","5/11/2024 08:39:24","5/11/2024 08:39:25",,"672a2e1d124bd56498eadc7a","672a2e1c124bd56498eadc79","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""GMC"",""modelo"":""CANYON SLE-1"",""anioModelo"":""2012"",""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T08:39:24-06:00"",""tiempoRespuesta"":""2024-11-05T08:39:25-06:00""}","{""vin"":""1GTD5MFE6C8133820"",""timestamp"":""2024-11-05T08:39:24.000"",""components"":{""potentialFraudFile"":{""year"":2012,""make"":""GMC"",""model"":""CANYON SLE-1"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[""Inactive""]}},""customCalculationOdometer"":""""}","[]","0"
"1GTD5MFE6C8133820","672a2e1b7384826621095c95","10.240.2.38:80","201.116.128.213:25021,10.240.5.210, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1GTD5MFE6C8133820","200","ok","5/11/2024 08:39:23","5/11/2024 08:39:24",,"672a2e1c7384826621095c96","672a2e1b7384826621095c95","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""GMC"",""modelo"":""CANYON SLE-1"",""anioModelo"":""2012"",""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T08:39:23-06:00"",""tiempoRespuesta"":""2024-11-05T08:39:24-06:00""}","{""vin"":""1GTD5MFE6C8133820"",""timestamp"":""2024-11-05T08:39:23.000"",""components"":{""potentialFraudFile"":{""year"":2012,""make"":""GMC"",""model"":""CANYON SLE-1"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[""Inactive""]}},""customCalculationOdometer"":""""}","[]","0"
"1C4NJCEA5GD716417","672a2e0d69994fdacd6fe420","10.240.2.38:80","201.116.128.213:25019,10.240.5.210, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1C4NJCEA5GD716417","200","ok","5/11/2024 08:39:09","5/11/2024 08:39:10",,"672a2e0e69994fdacd6fe421","672a2e0d69994fdacd6fe420","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""JEEP"",""modelo"":""COMPASS HIGH ALTITUDE"",""anioModelo"":""2016"",""fabricante"":""FCA US LLC"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T08:39:09-06:00"",""tiempoRespuesta"":""2024-11-05T08:39:10-06:00""}","{""vin"":""1C4NJCEA5GD716417"",""timestamp"":""2024-11-05T08:39:09.000"",""components"":{""potentialFraudFile"":{""year"":2016,""make"":""JEEP"",""model"":""COMPASS HIGH ALTITUDE"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1GTD5MFE6C8133820","672a2e0a124bd56498eadc76","10.240.2.38:80","201.116.128.213:25020,10.240.8.76, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1GTD5MFE6C8133820","200","ok","5/11/2024 08:39:06","5/11/2024 08:39:06",,"672a2e0a124bd56498eadc77","672a2e0a124bd56498eadc76","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""GMC"",""modelo"":""CANYON SLE-1"",""anioModelo"":""2012"",""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T08:39:06-06:00"",""tiempoRespuesta"":""2024-11-05T08:39:06-06:00""}","{""vin"":""1GTD5MFE6C8133820"",""timestamp"":""2024-11-05T08:39:06.000"",""components"":{""potentialFraudFile"":{""year"":2012,""make"":""GMC"",""model"":""CANYON SLE-1"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[""Inactive""]}},""customCalculationOdometer"":""""}","[]","0"
"1GTD5MFE6C8133820","672a2e0a124bd56498eadc75","10.240.2.38:80","201.116.128.213:25019,10.240.5.210, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1GTD5MFE6C8133820","200","ok","5/11/2024 08:39:06","5/11/2024 08:39:07",,"672a2e0b124bd56498eadc78","672a2e0a124bd56498eadc75","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""GMC"",""modelo"":""CANYON SLE-1"",""anioModelo"":""2012"",""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T08:39:06-06:00"",""tiempoRespuesta"":""2024-11-05T08:39:07-06:00""}","{""vin"":""1GTD5MFE6C8133820"",""timestamp"":""2024-11-05T08:39:06.000"",""components"":{""potentialFraudFile"":{""year"":2012,""make"":""GMC"",""model"":""CANYON SLE-1"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[""Inactive""]}},""customCalculationOdometer"":""""}","[]","0"
"1GC1KVEG7GF250215","672a2df5124bd56498eadc73","10.240.2.38:80","201.116.128.213:25018,10.240.7.224, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1GC1KVEG7GF250215","200","ok","5/11/2024 08:38:45","5/11/2024 08:38:46",,"672a2df6124bd56498eadc74","672a2df5124bd56498eadc73","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""CHEVROLET"",""modelo"":""SILVERADO 2500HD LT"",""anioModelo"":""2016"",""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T08:38:45-06:00"",""tiempoRespuesta"":""2024-11-05T08:38:46-06:00""}","{""vin"":""1GC1KVEG7GF250215"",""timestamp"":""2024-11-05T08:38:45.000"",""components"":{""potentialFraudFile"":{""year"":2016,""make"":""CHEVROLET"",""model"":""SILVERADO 2500HD LT"",""rateEvasionFlags"":[],""potentialFraudFlags"":[""Out Of Operation""],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"5N1AN08W45C618633","672a2de8124bd56498eadc71","10.240.2.38:80","201.116.128.213:25017,10.240.9.134, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/5N1AN08W45C618633","200","ok","5/11/2024 08:38:32","5/11/2024 08:38:33",,"672a2de9124bd56498eadc72","672a2de8124bd56498eadc71","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""NISSAN"",""modelo"":""XTERRA S"",""anioModelo"":""2005"",""fabricante"":""NISSAN NORTH AMERICA, INC."",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T08:38:32-06:00"",""tiempoRespuesta"":""2024-11-05T08:38:33-06:00""}","{""vin"":""5N1AN08W45C618633"",""timestamp"":""2024-11-05T08:38:32.000"",""components"":{""potentialFraudFile"":{""year"":2005,""make"":""NISSAN"",""model"":""XTERRA S"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
